Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
scheduled,YUL,,JFK,2024-03-03T06:00:00+00:00,,,Skyservice Business Aviation,
cancelled,YUL,C82,JFK,2024-03-03T18:55:00+00:00,,21.0,Air Canada,AC8898
landed,YUL,C84,JFK,2024-03-03T12:20:00+00:00,2024-03-03T12:37:00+00:00,17.0,Delta Air Lines,DL5088
landed,YUL,A63,DXB,2024-03-25T10:20:00+00:00,2024-03-25T10:21:00+00:00,2.0,Emirates,EK244
active,YUL,,EWR,2024-03-25T20:01:00+00:00,,,empty,
landed,YUL,C86,EWR,2024-03-25T08:15:00+00:00,2024-03-25T08:30:00+00:00,15.0,Air Canada,AC8938
landed,YUL,C83,EWR,2024-03-25T13:05:00+00:00,2024-03-25T13:14:00+00:00,9.0,Air Canada,AC8940
landed,YUL,C73,EWR,2024-03-25T15:05:00+00:00,2024-03-25T15:14:00+00:00,9.0,Air Canada,AC8942
active,YUL,C79,EWR,2024-03-25T20:00:00+00:00,,12.0,Air Canada,AC8946
diverted,YUL,A51,EWR,2024-03-25T08:15:00+00:00,2024-03-25T08:30:00+00:00,15.0,Air Canada,AC938
scheduled,YUL,,EWR,2024-03-25T20:01:00+00:00,2024-03-25T20:13:00+00:00,20.0,Air Canada,AC946
scheduled,YUL,,EWR,2024-03-25T08:15:00+00:00,,21.0,Jazz,QK938
scheduled,YUL,,EWR,2024-03-25T20:01:00+00:00,,20.0,Jazz,QK946
scheduled,YUL,C79,EWR,2024-03-25T18:00:00+00:00,2024-03-25T19:41:00+00:00,101.0,United Airlines,UA3300
landed,YUL,C80,EWR,2024-03-25T07:00:00+00:00,2024-03-25T07:45:00+00:00,45.0,United Airlines,UA3456
landed,YUL,C80,EWR,2024-03-25T11:08:00+00:00,2024-03-25T11:15:00+00:00,8.0,United Airlines,UA3680
active,YUL,,EWR,2024-03-25T18:00:00+00:00,,,Republic Airways,YX3300
active,YUL,A55,FDF,2024-03-25T09:00:00+00:00,2024-03-25T09:10:00+00:00,10.0,Air Canada,AC954
landed,YUL,C56,FLL,2024-03-25T08:55:00+00:00,2024-03-25T09:26:00+00:00,32.0,Air Canada,AC1002
landed,YUL,C56,FLL,2024-03-25T14:10:00+00:00,2024-03-25T14:30:00+00:00,21.0,Air Canada,AC1004
landed,YUL,C77,FLL,2024-03-25T15:50:00+00:00,2024-03-25T16:53:00+00:00,63.0,Flair Airlines,F81100
landed,YUL,C76,FLL,2024-03-25T07:40:00+00:00,2024-03-25T08:03:00+00:00,24.0,Air Canada Rouge,RV1600
landed,YUL,C75,FLL,2024-03-25T16:20:00+00:00,2024-03-25T16:25:00+00:00,5.0,Air Canada Rouge,RV1606
landed,YUL,C79,FLL,2024-03-25T06:30:00+00:00,2024-03-25T06:47:00+00:00,18.0,Air Transat,TS2844
landed,YUL,C79,FLL,2024-03-25T16:25:00+00:00,2024-03-25T16:47:00+00:00,22.0,Air Transat,TS846
landed,YUL,A67,FRA,2024-03-25T19:05:00+00:00,2024-03-25T19:18:00+00:00,14.0,Air Canada,AC844
scheduled,YUL,A68,HOG,2024-03-25T15:10:00+00:00,2024-03-25T16:50:00+00:00,100.0,Air Transat,TS358
landed,YUL,A63,HOG,2024-03-25T07:00:00+00:00,2024-03-25T07:28:00+00:00,29.0,Sunwing,WG6146
scheduled,YUL,,HPN,2024-03-25T18:30:00+00:00,,,Talon Air,
landed,YUL,C74,IAD,2024-03-25T13:05:00+00:00,2024-03-25T13:19:00+00:00,14.0,Air Canada,AC8723
landed,YUL,C80,IAD,2024-03-25T09:15:00+00:00,2024-03-25T09:50:00+00:00,35.0,United Airlines,UA3413
landed,YUL,C80,IAD,2024-03-25T18:30:00+00:00,2024-03-25T18:47:00+00:00,17.0,United Airlines,UA3574
landed,YUL,C82,IAH,2024-03-25T09:50:00+00:00,2024-03-25T10:18:00+00:00,28.0,Air Canada,AC581
landed,YUL,,IND,2024-03-25T08:30:00+00:00,2024-03-25T09:19:00+00:00,49.0,Vista America,
active,YUL,C82,JFK,2024-03-25T18:55:00+00:00,,13.0,Air Canada,AC8898
landed,YUL,,JFK,2024-03-25T18:55:00+00:00,2024-03-25T19:08:00+00:00,14.0,Air Canada,AC898
landed,YUL,C86,JFK,2024-03-25T18:35:00+00:00,2024-03-25T18:52:00+00:00,17.0,Delta Air Lines,DL5151
landed,YUL,C84,JFK,2024-03-25T12:05:00+00:00,2024-03-25T12:13:00+00:00,9.0,Delta Air Lines,DL5425
scheduled,YUL,,JFK,2024-03-25T18:55:00+00:00,,21.0,Jazz,QK898
landed,YUL,C77,LAS,2024-03-25T19:35:00+00:00,2024-03-25T19:46:00+00:00,11.0,Air Canada,AC1274
scheduled,YUL,,LAS,2024-03-25T09:15:00+00:00,,,Delta Air Lines,DL612
landed,YUL,C75,LAS,2024-03-25T08:00:00+00:00,2024-03-25T08:31:00+00:00,31.0,Air Canada Rouge,RV1707
landed,YUL,C56,LAX,2024-03-25T17:35:00+00:00,2024-03-25T17:36:00+00:00,1.0,Air Canada,AC781
scheduled,YUL,,LGA,2024-03-25T20:01:00+00:00,,110.0,empty,
landed,YUL,C83,LGA,2024-03-25T07:20:00+00:00,2024-03-25T07:32:00+00:00,13.0,American Airlines,AA4469
landed,YUL,C81,LGA,2024-03-25T10:58:00+00:00,2024-03-25T10:59:00+00:00,1.0,American Airlines,AA4550
landed,YUL,C81,LGA,2024-03-25T17:44:00+00:00,2024-03-25T17:55:00+00:00,11.0,American Airlines,AA4772
scheduled,YUL,,LGA,2024-03-25T17:30:00+00:00,2024-03-25T17:42:00+00:00,21.0,Air Canada,AC642
landed,YUL,,LGA,2024-03-25T18:40:00+00:00,2024-03-25T18:54:00+00:00,15.0,Air Canada,AC644
active,YUL,C76,LGA,2024-02-29T08:00:00+00:00,,180.0,Air Canada,AC8634
landed,YUL,C80,LGA,2024-02-29T13:15:00+00:00,2024-02-29T13:50:00+00:00,36.0,Air Canada,AC8638
landed,YUL,C74,LGA,2024-02-29T15:20:00+00:00,2024-02-29T15:37:00+00:00,18.0,Air Canada,AC8640
landed,YUL,C73,LGA,2024-02-29T17:30:00+00:00,2024-02-29T18:05:00+00:00,35.0,Air Canada,AC8642
active,YUL,C85,LGA,2024-02-29T18:40:00+00:00,,25.0,Air Canada,AC8644
active,YUL,C84,LGA,2024-02-29T20:00:00+00:00,,21.0,Air Canada,AC8646
landed,YUL,C80,LGA,2024-02-29T10:15:00+00:00,2024-02-29T10:25:00+00:00,10.0,Delta Air Lines,DL4932
landed,YUL,C82,LGA,2024-02-29T18:30:00+00:00,2024-02-29T18:51:00+00:00,22.0,Delta Air Lines,DL5014
landed,YUL,C88,LGA,2024-02-29T06:30:00+00:00,2024-02-29T06:50:00+00:00,20.0,Delta Air Lines,DL5139
scheduled,YUL,,LGA,2024-02-29T18:40:00+00:00,,21.0,Jazz,QK644
scheduled,YUL,,LGA,2024-02-29T20:00:00+00:00,,21.0,Jazz,QK646
landed,YUL,A60,LGW,2024-02-29T21:05:00+00:00,2024-02-29T21:49:00+00:00,45.0,Air Transat,TS728
landed,YUL,A61,LHR,2024-02-29T19:20:00+00:00,2024-02-29T20:04:00+00:00,45.0,Air Canada,AC864
landed,YUL,,LHR,2024-02-29T20:55:00+00:00,2024-02-29T21:27:00+00:00,33.0,British Airways,BA94
landed,YUL,A57,LIR,2024-02-29T08:50:00+00:00,2024-02-29T08:57:00+00:00,8.0,Air Canada,AC1331
landed,YUL,A61,LIR,2024-02-29T11:00:00+00:00,2024-02-29T11:48:00+00:00,49.0,Air Transat,TS600
landed,YUL,A52,LIS,2024-02-29T20:05:00+00:00,2024-02-29T21:37:00+00:00,92.0,Air Canada,AC812
cancelled,YUL,,MCO,2024-02-29T08:10:00+00:00,,10.0,empty,
landed,YUL,C75,MCO,2024-02-29T09:20:00+00:00,2024-02-29T09:46:00+00:00,26.0,Air Canada Rouge,RV1634
landed,YUL,C75,MCO,2024-02-29T13:30:00+00:00,2024-02-29T14:17:00+00:00,47.0,Air Canada Rouge,RV1636
landed,YUL,C75,MCO,2024-02-29T18:40:00+00:00,2024-02-29T19:51:00+00:00,72.0,Air Canada Rouge,RV1638
landed,YUL,C58,MCO,2024-02-29T06:45:00+00:00,2024-02-29T07:38:00+00:00,54.0,Air Transat,TS820
scheduled,YUL,C82,MCO,2024-02-29T08:10:00+00:00,,,Lynx Air,Y9661
active,YUL,,MDT,2024-02-29T08:00:00+00:00,2024-02-29T07:54:00+00:00,,Airsprint,
landed,YUL,A58,MEX,2024-02-29T18:55:00+00:00,2024-02-29T19:58:00+00:00,63.0,Air Canada,AC995
landed,YUL,A58,MEX,2024-02-29T23:10:00+00:00,2024-02-29T23:29:00+00:00,20.0,Aeromexico,AM637
landed,YUL,A59,MEX,2024-02-29T09:03:00+00:00,2024-02-29T09:27:00+00:00,24.0,Aeromexico,AM681
landed,YUL,C81,MIA,2024-02-29T07:00:00+00:00,2024-02-29T07:15:00+00:00,15.0,American Airlines,AA1516
landed,YUL,C77,MIA,2024-02-29T08:30:00+00:00,2024-02-29T09:05:00+00:00,36.0,Air Canada,AC1206
landed,YUL,C81,MIA,2024-02-29T18:45:00+00:00,2024-02-29T19:03:00+00:00,19.0,Air Canada,AC1208
landed,YUL,A68,MRS,2024-02-29T20:05:00+00:00,2024-02-29T20:20:00+00:00,16.0,Air Transat,TS434
landed,YUL,C81,MSP,2024-02-29T17:30:00+00:00,2024-02-29T18:01:00+00:00,32.0,Air Canada,AC8851
landed,YUL,C87,MSP,2024-02-29T07:00:00+00:00,2024-02-29T07:16:00+00:00,16.0,Delta Air Lines,DL4807
landed,YUL,C74,MSY,2024-02-29T08:00:00+00:00,2024-02-29T08:56:00+00:00,56.0,Air Canada Rouge,RV1713
landed,YUL,,MTY,2024-02-29T07:00:00+00:00,2024-02-29T09:17:00+00:00,138.0,JSC Avion Express,X99918
landed,YUL,A57,MUC,2024-02-29T20:15:00+00:00,2024-02-29T20:37:00+00:00,23.0,Lufthansa,LH475
landed,YUL,A51,MXP,2024-02-29T20:30:00+00:00,2024-02-29T21:17:00+00:00,48.0,Air Canada,AC894
landed,YUL,A67,NAS,2024-02-29T08:50:00+00:00,2024-02-29T09:20:00+00:00,31.0,Air Canada,AC938
active,YUL,,OPF,2024-02-29T17:00:00+00:00,2024-02-29T17:41:00+00:00,41.0,Starlink Aviation,Q4300
landed,YUL,C81,ORD,2024-02-29T08:30:00+00:00,2024-02-29T09:13:00+00:00,44.0,Air Canada,AC8959
landed,YUL,C76,ORD,2024-02-29T13:05:00+00:00,2024-02-29T13:37:00+00:00,32.0,Air Canada,AC8961
scheduled,YUL,C86,ORD,2024-02-29T19:45:00+00:00,,21.0,Air Canada,AC8967
landed,YUL,,ORD,2024-02-29T19:45:00+00:00,2024-02-29T20:31:00+00:00,47.0,Air Canada,AC967
scheduled,YUL,,ORD,2024-02-29T19:45:00+00:00,,21.0,Jazz,QK967
landed,YUL,C80,ORD,2024-02-29T06:05:00+00:00,2024-02-29T06:26:00+00:00,22.0,United Airlines,UA3597
landed,YUL,C80,ORD,2024-02-29T16:45:00+00:00,2024-02-29T16:55:00+00:00,11.0,United Airlines,UA3629
landed,YUL,C85,JFK,2024-03-10T18:35:00+00:00,2024-03-10T18:57:00+00:00,23.0,Delta Air Lines,DL5151
landed,YUL,C86,JFK,2024-03-10T12:05:00+00:00,2024-03-10T12:31:00+00:00,27.0,Delta Air Lines,DL5425
cancelled,YUL,C88,JFK,2024-03-10T10:15:00+00:00,,81.0,Delta Air Lines,DL5554
scheduled,YUL,,JFK,2024-03-10T19:55:00+00:00,,,Jazz,QK898
scheduled,YUL,C77,LAS,2024-03-10T19:35:00+00:00,2024-03-10T23:06:00+00:00,212.0,Air Canada,AC1274
landed,YUL,C82,LAS,2024-03-10T08:00:00+00:00,2024-03-10T09:03:00+00:00,63.0,Air Canada Rouge,RV1707
landed,YUL,C56,LAX,2024-03-10T17:35:00+00:00,2024-03-10T18:52:00+00:00,78.0,Air Canada,AC781
landed,YUL,,LCK,2024-03-10T15:30:00+00:00,2024-03-10T15:08:00+00:00,,Kalitta Charters,K9422
landed,YUL,C79,LGA,2024-03-10T10:58:00+00:00,2024-03-10T11:26:00+00:00,28.0,American Airlines,AA4550
landed,YUL,C79,LGA,2024-03-10T17:44:00+00:00,2024-03-10T18:12:00+00:00,28.0,American Airlines,AA4772
scheduled,YUL,,LGA,2024-03-10T14:15:00+00:00,,,Air Canada,AC638
scheduled,YUL,,LGA,2024-03-10T16:20:00+00:00,,,Air Canada,AC640
active,YUL,,LGA,2024-03-10T18:30:00+00:00,,,Air Canada,AC642
landed,YUL,,LGA,2024-03-10T19:40:00+00:00,2024-03-10T19:15:00+00:00,,Air Canada,AC644
landed,YUL,,LGA,2024-03-10T20:01:00+00:00,2024-03-10T20:37:00+00:00,36.0,Air Canada,AC646
cancelled,YUL,C74,LGA,2024-03-10T08:00:00+00:00,,70.0,Air Canada,AC8634
landed,YUL,C74,LGA,2024-03-10T13:15:00+00:00,2024-03-10T13:41:00+00:00,27.0,Air Canada,AC8638
landed,YUL,C75,LGA,2024-03-10T15:20:00+00:00,2024-03-10T15:31:00+00:00,12.0,Air Canada,AC8640
landed,YUL,C88,LGA,2024-03-10T17:30:00+00:00,2024-03-10T18:10:00+00:00,41.0,Air Canada,AC8642
active,YUL,C84,LGA,2024-03-10T18:40:00+00:00,,35.0,Air Canada,AC8644
scheduled,YUL,C79,LGA,2024-03-10T20:00:00+00:00,,37.0,Air Canada,AC8646
landed,YUL,C73,LGA,2024-03-10T06:15:00+00:00,2024-03-10T06:58:00+00:00,44.0,Delta Air Lines,DL5426
landed,YUL,C84,LGA,2024-03-10T16:24:00+00:00,2024-03-10T16:37:00+00:00,14.0,Delta Air Lines,DL5431
landed,YUL,C82,LGA,2024-03-10T10:00:00+00:00,2024-03-10T11:01:00+00:00,62.0,Delta Air Lines,DL5434
scheduled,YUL,,LGA,2024-03-10T14:15:00+00:00,,,Jazz,QK638
active,YUL,,LGA,2024-03-10T16:20:00+00:00,,,Jazz,QK640
scheduled,YUL,,LGA,2024-03-10T18:30:00+00:00,,,Jazz,QK642
scheduled,YUL,,LGA,2024-03-10T19:40:00+00:00,,,Jazz,QK644
landed,YUL,,LGA,2024-03-10T20:01:00+00:00,,20.0,Jazz,QK646
landed,YUL,A67,LGW,2024-03-10T21:00:00+00:00,2024-03-10T22:14:00+00:00,74.0,Air Transat,TS728
landed,YUL,A60,LHR,2024-03-10T20:20:00+00:00,2024-03-10T21:13:00+00:00,54.0,Air Canada,AC864
landed,YUL,A64,LHR,2024-03-10T21:45:00+00:00,2024-03-10T22:49:00+00:00,64.0,British Airways,BA94
landed,YUL,A58,LIR,2024-03-10T12:00:00+00:00,2024-03-10T12:29:00+00:00,30.0,Air Transat,TS600
landed,YUL,A68,LIS,2024-03-10T22:45:00+00:00,2024-03-10T23:33:00+00:00,48.0,TAP Air Portugal,TP254
scheduled,YUL,A57,LIS,2024-03-10T20:15:00+00:00,2024-03-10T21:11:00+00:00,57.0,Air Transat,TS680
scheduled,YUL,A61,LRM,2024-03-10T09:30:00+00:00,2024-03-10T11:06:00+00:00,96.0,Air Canada Rouge,RV1756
scheduled,YUL,A58,MBJ,2024-03-10T08:15:00+00:00,2024-03-10T10:04:00+00:00,109.0,Air Canada,AC922
scheduled,YUL,A67,MBJ,2024-03-10T07:30:00+00:00,,590.0,Air Transat,TS2484
scheduled,YUL,A52,MBJ,2024-03-10T09:00:00+00:00,2024-03-10T10:18:00+00:00,78.0,Sunwing,WG792
active,YUL,,MCO,2024-03-10T08:10:00+00:00,,,Delta Air Lines,DL661
scheduled,YUL,C75,MCO,2024-03-10T09:20:00+00:00,2024-03-10T13:00:00+00:00,220.0,Air Canada Rouge,RV1634
landed,YUL,C76,MCO,2024-03-10T13:30:00+00:00,2024-03-10T14:26:00+00:00,56.0,Air Canada Rouge,RV1636
scheduled,YUL,C76,MCO,2024-03-10T18:40:00+00:00,2024-03-10T21:59:00+00:00,200.0,Air Canada Rouge,RV1638
landed,YUL,C84,MCO,2024-03-10T06:45:00+00:00,2024-03-10T07:20:00+00:00,36.0,Air Transat,TS820
landed,YUL,A61,MEX,2024-03-10T18:55:00+00:00,2024-03-10T19:30:00+00:00,36.0,Air Canada,AC995
landed,YUL,A63,MEX,2024-03-10T23:10:00+00:00,2024-03-10T23:48:00+00:00,38.0,Aeromexico,AM637
landed,YUL,A66,MEX,2024-03-10T10:03:00+00:00,2024-03-10T11:10:00+00:00,67.0,Aeromexico,AM681
landed,YUL,C81,MIA,2024-03-10T07:00:00+00:00,2024-03-10T08:00:00+00:00,60.0,American Airlines,AA1516
scheduled,YUL,C81,MIA,2024-03-10T08:30:00+00:00,2024-03-10T10:06:00+00:00,96.0,Air Canada,AC1206
landed,YUL,C83,MIA,2024-03-10T18:45:00+00:00,2024-03-10T19:25:00+00:00,40.0,Air Canada,AC1208
scheduled,YUL,,MIA,2024-03-10T10:00:00+00:00,2024-03-10T11:15:00+00:00,75.0,Air Canada,AC2038
landed,YUL,A67,LGW,2024-01-25T21:05:00+00:00,2024-01-25T21:23:00+00:00,19.0,Air Transat,TS728
landed,YUL,A65,LHR,2024-01-25T19:40:00+00:00,2024-01-25T20:05:00+00:00,25.0,Air Canada,AC864
landed,YUL,,LHR,2024-01-25T20:55:00+00:00,2024-01-25T21:19:00+00:00,25.0,British Airways,BA94
landed,YUL,A59,LIR,2024-01-25T08:50:00+00:00,2024-01-25T09:40:00+00:00,50.0,Air Canada,AC1331
landed,YUL,A66,LIR,2024-01-25T11:00:00+00:00,2024-01-25T11:23:00+00:00,24.0,Air Transat,TS600
landed,YUL,A51,LIS,2024-01-25T21:30:00+00:00,2024-01-25T22:02:00+00:00,32.0,Air Canada,AC812
landed,YUL,C75,MCO,2024-01-25T09:20:00+00:00,2024-01-25T09:49:00+00:00,30.0,Air Canada Rouge,RV1634
landed,YUL,C76,MCO,2024-01-25T13:30:00+00:00,2024-01-25T13:37:00+00:00,7.0,Air Canada Rouge,RV1636
landed,YUL,C82,MCO,2024-01-25T18:40:00+00:00,2024-01-25T18:46:00+00:00,7.0,Air Canada Rouge,RV1638
landed,YUL,C76,MCO,2024-01-25T06:45:00+00:00,2024-01-25T07:25:00+00:00,40.0,Air Transat,TS820
landed,YUL,C82,MCO,2024-01-25T12:25:00+00:00,2024-01-25T12:45:00+00:00,20.0,Lynx Air,Y9661
landed,YUL,A51,MEX,2024-01-25T18:55:00+00:00,2024-01-25T19:21:00+00:00,26.0,Air Canada,AC995
landed,YUL,A68,MEX,2024-01-25T23:10:00+00:00,2024-01-25T23:22:00+00:00,12.0,Aeromexico,AM637
landed,YUL,A56,MEX,2024-01-25T09:01:00+00:00,2024-01-25T09:44:00+00:00,43.0,Aeromexico,AM681
landed,YUL,,MIA,2024-01-25T09:45:00+00:00,2024-01-25T09:52:00+00:00,8.0,Jet Edge,
landed,YUL,C83,MIA,2024-01-25T07:00:00+00:00,2024-01-25T07:54:00+00:00,54.0,American Airlines,AA1516
scheduled,YUL,C76,MIA,2024-01-25T08:30:00+00:00,2024-01-25T11:20:00+00:00,170.0,Air Canada,AC1206
scheduled,YUL,C74,MIA,2024-01-25T18:45:00+00:00,2024-01-25T20:44:00+00:00,119.0,Air Canada,AC1208
landed,YUL,A64,MRS,2024-01-25T20:05:00+00:00,2024-01-25T20:14:00+00:00,9.0,Air Transat,TS434
landed,YUL,C75,MSP,2024-01-25T17:30:00+00:00,2024-01-25T17:52:00+00:00,22.0,Air Canada,AC8851
cancelled,YUL,C85,MSP,2024-01-25T07:00:00+00:00,,,Delta Air Lines,DL3665
scheduled,YUL,C85,MSY,2024-01-25T08:00:00+00:00,2024-01-25T10:39:00+00:00,160.0,Air Canada Rouge,RV1713
landed,YUL,A57,MUC,2024-01-25T20:15:00+00:00,2024-01-25T20:41:00+00:00,27.0,Lufthansa,LH475
landed,YUL,A58,MXP,2024-01-25T20:30:00+00:00,2024-01-25T21:21:00+00:00,52.0,Air Canada,AC894
landed,YUL,A50,NAS,2024-01-25T08:50:00+00:00,2024-01-25T09:29:00+00:00,40.0,Air Canada,AC938
cancelled,YUL,C81,ORD,2024-01-25T08:30:00+00:00,,10.0,Air Canada,AC8959
landed,YUL,C75,ORD,2024-01-25T13:05:00+00:00,2024-01-25T14:00:00+00:00,55.0,Air Canada,AC8961
scheduled,YUL,C81,ORD,2024-01-25T19:45:00+00:00,,21.0,Air Canada,AC8967
scheduled,YUL,,ORD,2024-01-25T19:45:00+00:00,2024-01-25T21:25:00+00:00,100.0,Air Canada,AC967
scheduled,YUL,,ORD,2024-01-25T19:45:00+00:00,,66.0,Jazz,QK967
landed,YUL,C80,ORD,2024-01-25T16:45:00+00:00,2024-01-25T17:00:00+00:00,15.0,United Airlines,UA3629
scheduled,YUL,C80,ORD,2024-01-25T06:05:00+00:00,2024-01-25T08:38:00+00:00,154.0,United Airlines,UA3663
landed,YUL,,PDK,2024-01-25T12:30:00+00:00,2024-01-25T12:53:00+00:00,23.0,Jet Linx Aviation,JL527
scheduled,YUL,C81,PHL,2024-01-25T12:55:00+00:00,2024-01-25T15:35:00+00:00,160.0,American Airlines,AA5783
landed,YUL,C81,PHL,2024-01-25T16:05:00+00:00,2024-01-25T17:11:00+00:00,66.0,American Airlines,AA5796
landed,YUL,C74,PHL,2024-01-25T13:20:00+00:00,2024-01-25T14:52:00+00:00,92.0,Air Canada,AC8859
landed,YUL,,PIT,2024-01-25T09:00:00+00:00,2024-01-25T10:28:00+00:00,89.0,L.J. Aviation,
landed,YUL,A58,PLS,2024-01-25T08:15:00+00:00,2024-01-25T08:57:00+00:00,42.0,Air Canada,AC1332
scheduled,YUL,A66,POP,2024-01-25T08:20:00+00:00,2024-01-25T09:55:00+00:00,95.0,Air Transat,TS890
landed,YUL,A61,POP,2024-01-25T12:30:00+00:00,2024-01-25T13:19:00+00:00,50.0,Sunwing,WG414
landed,YUL,,PTK,2024-01-25T14:00:00+00:00,2024-01-25T14:06:00+00:00,6.0,IFL Group,IFL215
landed,YUL,A66,PTP,2024-01-25T06:45:00+00:00,2024-01-25T07:45:00+00:00,61.0,Air Transat,TS894
landed,YUL,A52,PUJ,2024-01-25T08:15:00+00:00,2024-01-25T09:42:00+00:00,87.0,Air Canada,AC944
landed,YUL,A52,PUJ,2024-01-25T17:05:00+00:00,2024-01-25T17:09:00+00:00,4.0,Air Canada Rouge,RV1792
landed,YUL,A63,PUJ,2024-01-25T07:05:00+00:00,2024-01-25T08:22:00+00:00,77.0,Air Transat,TS398
landed,YUL,A59,PUJ,2024-01-25T14:30:00+00:00,2024-01-25T14:40:00+00:00,10.0,Air Transat,TS498
scheduled,YUL,A64,PUJ,2024-01-25T08:00:00+00:00,2024-01-25T09:35:00+00:00,96.0,Sunwing,WG4426
scheduled,YUL,A58,PUJ,2024-01-25T10:00:00+00:00,2024-01-25T11:54:00+00:00,114.0,Sunwing,WG4428
scheduled,YUL,A64,AGP,2024-04-16T18:50:00+00:00,2024-04-16T19:43:00+00:00,53.0,Air Transat,TS252
landed,YUL,A66,ALG,2024-04-16T16:10:00+00:00,2024-04-16T16:11:00+00:00,2.0,Air Algerie,AH2701
landed,YUL,A51,AMS,2024-04-16T22:15:00+00:00,2024-04-16T22:15:00+00:00,1.0,Air Canada,AC900
landed,YUL,A55,AMS,2024-04-16T18:45:00+00:00,2024-04-16T19:47:00+00:00,62.0,KLM,KL672
landed,YUL,A63,ATH,2024-04-16T19:00:00+00:00,2024-04-16T20:09:00+00:00,70.0,Air Canada,AC898
landed,YUL,C84,ATL,2024-04-16T18:30:00+00:00,2024-04-16T18:43:00+00:00,13.0,Air Canada,AC8569
landed,YUL,C86,ATL,2024-04-16T18:45:00+00:00,2024-04-16T19:25:00+00:00,41.0,Delta Air Lines,DL2176
landed,YUL,C86,ATL,2024-04-16T07:00:00+00:00,2024-04-16T07:21:00+00:00,21.0,Delta Air Lines,DL2185
landed,YUL,C86,ATL,2024-04-16T13:44:00+00:00,2024-04-16T13:49:00+00:00,6.0,Delta Air Lines,DL2752
active,YUL,A66,AZS,2024-04-16T07:15:00+00:00,2024-04-16T07:29:00+00:00,14.0,Air Transat,TS972
landed,YUL,A50,BCN,2024-04-16T23:40:00+00:00,2024-04-16T23:59:00+00:00,20.0,Air Canada,AC820
landed,YUL,A52,BOG,2024-04-16T22:50:00+00:00,2024-04-16T23:03:00+00:00,14.0,Air Canada,AC98
landed,YUL,C85,BOS,2024-04-16T13:10:00+00:00,2024-04-16T13:17:00+00:00,7.0,Air Canada,AC750
landed,YUL,C76,BOS,2024-04-16T16:45:00+00:00,2024-04-16T16:51:00+00:00,7.0,Air Canada,AC752
landed,YUL,C80,BOS,2024-04-16T08:15:00+00:00,2024-04-16T08:44:00+00:00,29.0,Air Canada,AC8604
landed,YUL,C83,BOS,2024-04-16T18:45:00+00:00,2024-04-16T19:06:00+00:00,21.0,Air Canada,AC8608
landed,YUL,A65,BRU,2024-04-16T17:10:00+00:00,2024-04-16T17:33:00+00:00,23.0,Air Canada,AC832
active,YUL,A68,CCC,2024-04-16T13:25:00+00:00,2024-04-16T13:39:00+00:00,14.0,Air Transat,TS852
active,YUL,A59,CCC,2024-04-16T06:00:00+00:00,2024-04-16T06:27:00+00:00,28.0,Sunwing,WG6204
landed,YUL,A66,CDG,2024-04-16T20:25:00+00:00,2024-04-16T21:11:00+00:00,47.0,Air Canada,AC870
landed,YUL,A55,CDG,2024-04-16T17:00:00+00:00,2024-04-16T17:19:00+00:00,20.0,Air France,AF345
landed,YUL,A57,CDG,2024-04-16T19:00:00+00:00,2024-04-16T19:29:00+00:00,29.0,Air France,AF347
landed,YUL,A68,CDG,2024-04-16T20:20:00+00:00,2024-04-16T20:21:00+00:00,2.0,Air Transat,TS110
landed,YUL,C82,CLT,2024-04-16T14:30:00+00:00,2024-04-16T16:17:00+00:00,107.0,American Airlines,AA5350
landed,YUL,C83,CLT,2024-04-16T07:15:00+00:00,2024-04-16T07:35:00+00:00,20.0,American Airlines,AA5679
landed,YUL,A60,CMN,2024-04-16T19:10:00+00:00,2024-04-16T19:31:00+00:00,22.0,Air Canada,AC72
scheduled,YUL,A55,CMN,2024-04-16T21:50:00+00:00,2024-04-17T00:18:00+00:00,149.0,Royal Air Maroc,AT209
landed,YUL,A55,CUN,2024-04-16T08:15:00+00:00,2024-04-16T08:26:00+00:00,12.0,Air Canada,AC926
scheduled,YUL,A59,CUN,2024-04-16T13:00:00+00:00,2024-04-16T17:51:00+00:00,291.0,Flair Airlines,F82100
landed,YUL,A58,CUN,2024-04-16T17:15:00+00:00,2024-04-16T17:48:00+00:00,33.0,Air Canada Rouge,RV1884
landed,YUL,A63,CUN,2024-04-16T07:20:00+00:00,2024-04-16T07:40:00+00:00,21.0,Air Transat,TS538
landed,YUL,A64,CUN,2024-04-16T14:25:00+00:00,2024-04-16T15:00:00+00:00,35.0,Air Transat,TS938
scheduled,YUL,A59,CUN,2024-04-16T09:30:00+00:00,2024-04-16T12:00:00+00:00,151.0,Sunwing,WG5219
landed,YUL,C86,DCA,2024-04-16T08:30:00+00:00,2024-04-16T08:49:00+00:00,20.0,Air Canada,AC8821
landed,YUL,C87,DCA,2024-04-16T13:45:00+00:00,2024-04-16T13:55:00+00:00,10.0,Air Canada,AC8823
landed,YUL,C83,DCA,2024-04-16T19:50:00+00:00,2024-04-16T20:06:00+00:00,16.0,Air Canada,AC8825
landed,YUL,C79,DEN,2024-04-16T08:10:00+00:00,2024-04-16T08:55:00+00:00,45.0,Air Canada,AC1073
